SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Joining Location,Age,Status,Joining Status
232,3215757,Yes,21,30,E1,233.33,127.27,-31.82,No,No,Male,Agency,5,ERS,Chennai,27,Joined,0
233,3221299,Yes,68,30,E2,44.44,0,-30.77,No,Yes,Female,Direct,3,INFRA,Hyderabad,24,Joined,0
234,3225344,Yes,3,30,E3,32.78,28.63,-3.13,No,Yes,Male,Agency,12,BFSI,Bangalore,35,Joined,0
235,3225955,Yes,62,30,E1,40.68,34.69,-4.26,No,No,Male,Employee Referral,4,ERS,Chennai,27,Not Joined,1
236,3225969,Yes,15,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,5,INFRA,Chennai,30,Joined,0
237,3226137,Yes,31,30,E1,40.68,-10.21,-36.17,No,No,Male,Direct,2,ERS,Chennai,27,Joined,0
238,3226180,Yes,84,45,E2,42.84,42.84,0,No,No,Male,Direct,5,INFRA,Hyderabad,35,Joined,0
239,3229762,No,42,30,E1,50.5,99,32.23,No,No,Male,Agency,3,BFSI,Mumbai,27,Joined,0
240,3234247,No,17,60,E3,57.14,257.14,127.27,No,No,Male,Direct,8,INFRA,Bangalore,35,Not Joined,1
241,3238748,No,0,90,E3,-21.54,-21.54,0,No,No,Male,Direct,13,ERS,Chennai,40,Joined,0
242,3239288,No,10,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,INFRA,Noida,27,Joined,0
243,3243075,Yes,8,30,E2,-3.23,-3.23,0,No,No,Female,Agency,6,ERS,Chennai,29,Joined,0
244,3244438,Yes,55,60,E3,42.85,42.85,0,No,No,Male,Employee Referral,6,INFRA,Noida,32,Joined,0
245,3245861,Yes,25,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,4,INFRA,Chennai,28,Joined,0
246,3245971,Yes,10,30,E1,27.78,20,-6.09,No,No,Female,Employee Referral,2,ERS,Chennai,26,Joined,0
247,3250021,No,3,30,E1,-20.63,42.86,80,No,Yes,Male,Agency,1,ERS,Chennai,24,Joined,0
248,3250029,Yes,1,30,E1,-35.45,-7.79,42.86,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined,1
249,3250143,Yes,50,30,E1,-27.78,-27.78,0,No,No,Female,Agency,8,Healthcare,Chennai,33,Joined,0
250,3250941,No,2,45,E2,37.36,30.49,-5,No,No,Male,Agency,7,BFSI,Chennai,32,Not Joined,1
251,3251306,No,28,30,E2,42.84,42.84,0,No,Yes,Male,Employee Referral,7,INFRA,Chennai,37,Joined,0
252,3256827,Yes,26,30,E1,26.37,61.69,27.95,No,Yes,Male,Agency,3,BFSI,Noida,27,Joined,0
253,3257382,Yes,40,60,E1,45,47.5,1.72,No,No,Male,Direct,4,CSMP,Noida,28,Not Joined,1
254,3257556,Yes,26,30,E2,42.85,42.85,0,No,No,Male,Employee Referral,6,INFRA,Noida,30,Joined,0
255,3257972,No,13,60,E1,-22.13,11.25,42.86,No,No,Male,Agency,2,CSMP,Noida,25,Joined,0
256,3258076,No,1,30,E1,-68.83,24.68,300,No,No,Male,Agency,3,ERS,Chennai,24,Not Joined,1
257,3258078,No,3,30,E1,306.25,168.75,-33.85,No,No,Male,Agency,9,ERS,Chennai,36,Joined,0
258,3258105,Yes,3,30,E1,-39.64,42.86,136.67,No,No,Male,Agency,1,ERS,Chennai,27,Joined,0
259,3258125,Yes,5,30,E1,359.77,244.83,-25,No,No,Male,Direct,3,ERS,Chennai,26,Joined,0
260,3262701,Yes,7,30,E1,212.5,212.5,0,No,No,Female,Agency,2,ERS,Chennai,25,Joined,0
261,3263017,Yes,9,30,E2,33.33,16.67,-12.5,No,No,Male,Direct,10,ERS,Chennai,35,Not Joined,1
262,3264071,Yes,40,30,E3,-30.43,-28.26,3.13,No,No,Male,Direct,13,Healthcare,Chennai,36,Joined,0
263,3267491,No,1,30,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,1,ERS,Bangalore,30,Joined,0
264,3267878,No,28,60,E1,291.3,165.22,-32.22,No,No,Male,Agency,3,BFSI,Chennai,28,Not Joined,1
265,3267960,Yes,64,60,E2,42.84,42.84,0,No,No,Male,Employee Referral,7,INFRA,Chennai,35,Joined,0
266,3272381,Yes,107,30,E1,43.59,41.03,-1.79,No,No,Male,Direct,4,ERS,Bangalore,26,Not Joined,1
267,3278272,Yes,27,30,E3,42.85,42.85,0,No,Yes,Male,Employee Referral,8,INFRA,Chennai,33,Joined,0
268,3280954,Yes,29,30,E2,42.84,42.84,0,No,Yes,Male,Employee Referral,4,INFRA,Chennai,32,Joined,0
269,3283933,No,0,30,E1,50,50,0,No,No,Male,Employee Referral,4,BFSI,Bangalore,26,Joined,0
270,3284172,Yes,14,30,E1,216.67,195.83,-6.58,No,No,Male,Direct,3,CSMP,Chennai,25,Not Joined,1
271,3284288,Yes,4,30,E1,42.84,42.84,0,No,No,Female,Employee Referral,2,INFRA,Noida,24,Joined,0
272,3288600,Yes,78,90,E2,-21.92,-21.92,0,No,No,Male,Direct,8,BFSI,Chennai,31,Joined,0
273,3290646,No,0,30,E2,100,200,50,No,No,Male,Direct,2,INFRA,Noida,34,Not Joined,1
274,3293535,Yes,4,30,E2,-23.29,9.59,42.86,Yes,No,Male,Agency,6,ERS,Chennai,38,Joined,0
275,3293720,No,30,30,E1,-14.97,42.86,68,No,No,Male,Agency,1,INFRA,Bangalore,26,Joined,0
276,3294274,No,32,45,E1,36.84,32.89,-2.88,No,Yes,Female,Agency,4,ERS,Chennai,34,Joined,0
277,3294297,Yes,39,30,E1,33.33,66.67,25,No,No,Male,Direct,1,INFRA,Chennai,24,Joined,0
278,3294316,Yes,58,30,E1,33.33,66.67,25,No,No,Male,Direct,1,INFRA,Chennai,24,Joined,0
279,3294384,Yes,33,30,E2,57.14,57.14,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,24,Joined,0
280,3300178,No,14,30,E1,-19.09,-19.09,0,No,No,Male,Direct,3,Healthcare,Chennai,25,Joined,0
281,3300192,No,16,30,E2,22.22,48.89,21.82,No,No,Male,Direct,5,INFRA,Bangalore,30,Joined,0
282,3300563,Yes,29,30,E2,-30,-30.6,-0.85,No,No,Male,Employee Referral,8,CSMP,Noida,33,Joined,0
283,3300715,Yes,20,60,E2,42.85,42.85,0,No,No,Male,Agency,4,INFRA,Noida,27,Joined,0
284,3300802,Yes,26,45,E1,-18.27,-18.27,0,Yes,No,Male,Agency,2,ERS,Chennai,24,Joined,0
285,3300828,Yes,28,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,9,INFRA,Chennai,36,Joined,0
286,3302340,Yes,22,60,E2,42.84,42.84,0,No,No,Male,Employee Referral,2,INFRA,Noida,28,Joined,0
287,3304533,Yes,4,30,E1,-62.5,-11.25,136.67,No,Yes,Female,Agency,2,CSMP,Noida,27,Joined,0
288,3305244,Yes,8,30,E2,-10.53,-10.53,0,No,No,Male,Direct,8,INFRA,Bangalore,30,Joined,0
289,3311520,Yes,49,30,E2,294.74,228.95,-16.67,No,No,Male,Direct,5,AXON,Bangalore,37,Not Joined,1
290,3318393,Yes,0,30,E1,92.54,80.51,-6.25,No,No,Male,Direct,3,INFRA,Others,23,Joined,0
291,3321416,Yes,1,30,E2,46.67,46.67,0,No,No,Male,Direct,11,Healthcare,Mumbai,39,Joined,0
292,3322390,Yes,37,60,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,3,ETS,Bangalore,26,Joined,0
293,3327789,No,0,30,E2,200,180,-6.67,No,No,Male,Employee Referral,2,INFRA,Noida,24,Joined,0
294,3327838,No,2,30,E2,150,133.33,-6.67,No,No,Male,Employee Referral,1,INFRA,Noida,25,Joined,0
295,3328005,Yes,92,90,E1,23.46,29.63,5,No,No,Male,Direct,6,AXON,Bangalore,30,Joined,0
296,3328526,No,1,0,E1,-12.05,25.65,42.86,No,No,Female,Employee Referral,2,ERS,Bangalore,27,Joined,0
297,3328640,No,6,60,E2,53.33,53.33,0,No,No,Male,Agency,7,Healthcare,Noida,30,Not Joined,1
298,3338018,Yes,1,30,E2,42.84,42.84,0,No,No,Male,Agency,3,INFRA,Noida,24,Joined,0
299,3342223,Yes,9,30,E2,42.84,42.84,0,No,No,Male,Agency,2,INFRA,Noida,28,Joined,0
300,3342678,Yes,3,30,E3,57.14,28.57,-18.18,No,No,Female,Employee Referral,7,INFRA,Noida,29,Joined,0
301,3346442,Yes,24,30,E1,42.84,42.84,0,No,No,Male,Employee Referral,1,INFRA,Noida,24,Joined,0
302,3347772,Yes,3,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,INFRA,Noida,27,Joined,0
303,3347826,No,9,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Noida,21,Joined,0
304,3348191,Yes,34,60,E3,-10.53,-11.69,-1.3,Yes,Yes,Male,Direct,5,INFRA,Noida,34,Joined,0
305,3351261,No,0,0,E2,33.33,266.67,175,No,No,Male,Direct,8,INFRA,Chennai,34,Not Joined,1
306,3351640,Yes,39,30,E1,44.44,-26.67,-49.23,No,No,Male,Direct,2,INFRA,Bangalore,27,Joined,0
307,3351807,Yes,15,30,E2,42.84,42.84,0,No,No,Male,Employee Referral,1,INFRA,Noida,26,Joined,0
308,3351848,No,3,30,E1,36.93,42.86,4.33,No,No,Male,Direct,2,INFRA,Hyderabad,25,Joined,0
309,3352340,Yes,4,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,7,INFRA,Noida,31,Joined,0
310,3355586,Yes,9,30,E3,-17.65,-17.65,0,No,No,Male,Direct,15,INFRA,Noida,36,Joined,0
311,3355597,Yes,14,30,E1,89.19,62.16,-14.29,No,No,Female,Agency,4,CSMP,Noida,28,Joined,0
312,3356490,No,4,30,E2,44.44,-33.33,-53.85,No,No,Male,Direct,2,INFRA,Mumbai,26,Joined,0
313,3356959,No,42,30,E1,227.87,145.9,-25,No,No,Male,Employee Referral,3,ERS,Chennai,26,Joined,0
314,3374169,No,61,30,E3,30,169.44,107.26,No,No,Male,Direct,8,INFRA,Chennai,34,Joined,0
315,3374257,No,61,30,E2,50,0,-33.33,No,No,Male,Direct,2,INFRA,Bangalore,29,Not Joined,1
316,3377182,Yes,23,90,E2,53.85,46.15,-5,No,No,Female,Employee Referral,6,ERS,Chennai,31,Joined,0
317,3377286,No,0,30,E1,76.47,76.47,0,No,No,Male,Direct,2,ERS,Noida,23,Joined,0
318,3377474,Yes,79,90,E2,20,13,-5.83,No,No,Female,Direct,7,ETS,Noida,33,Joined,0
319,3379707,No,34,30,E1,266.67,166.67,-27.27,No,No,Male,Agency,3,CSMP,Noida,28,Not Joined,1
320,3379843,No,17,0,E1,-12.04,-12.04,0,No,No,Male,Agency,2,INFRA,Chennai,28,Not Joined,1
321,3382002,Yes,8,30,E1,60.49,38.27,-13.85,No,No,Male,Direct,4,CSMP,Noida,26,Joined,0
322,3382722,No,64,30,E1,240,150,-26.47,No,Yes,Male,Direct,1,ERS,Chennai,26,Joined,0
323,3418495,No,3,0,E1,-16.67,-25,-10,No,No,Male,Direct,4,ETS,Bangalore,30,Joined,0
324,3423899,Yes,20,30,E1,57.14,5.71,-32.73,No,No,Male,Direct,3,CSMP,Noida,24,Joined,0
325,3423964,No,33,30,E1,80.56,23.61,-31.54,No,No,Male,Direct,4,CSMP,Noida,32,Joined,0
326,3424007,Yes,46,30,E1,44.44,-20,-44.62,No,No,Male,Direct,3,CSMP,Noida,25,Joined,0
327,3424549,Yes,77,30,E1,80,78,-1.11,No,No,Female,Direct,3,CSMP,Noida,25,Not Joined,1
328,3424789,No,14,30,E1,24.53,18.31,-5,Yes,Yes,Male,Agency,4,ERS,Bangalore,27,Joined,0
329,3425046,No,0,0,E1,-33.33,-23.81,14.29,Yes,Yes,Female,Direct,4,ERS,Chennai,27,Joined,0
330,3428591,Yes,21,90,E2,15.38,15.38,0,Yes,No,Male,Direct,8,ERS,Chennai,30,Not Joined,1
331,3429009,No,16,0,E1,2.08,225,218.37,No,No,Male,Employee Referral,7,AXON,Chennai,31,Joined,0
332,3429992,Yes,20,30,E1,28.89,28.89,0,No,No,Male,Direct,3,CSMP,Chennai,27,Joined,0
333,3435024,No,11,30,E1,257.14,471.43,60,Yes,Yes,Male,Agency,3,AXON,Chennai,28,Joined,0
334,3458547,Yes,9,30,E2,38.89,31.94,-5,No,Yes,Male,Direct,7,Healthcare,Hyderabad,36,Joined,0
335,3459128,Yes,23,60,E1,59.57,46.81,-8,Yes,Yes,Male,Employee Referral,4,ERS,Bangalore,26,Joined,0
336,3459132,Yes,27,0,E2,4.48,0,-4.29,No,No,Male,Employee Referral,7,ERS,Bangalore,30,Joined,0
337,3462905,Yes,24,30,E1,36.36,-54.55,-66.67,No,No,Male,Direct,2,INFRA,Bangalore,29,Joined,0
338,3463459,Yes,34,30,E1,108.33,85.19,-11.11,Yes,No,Male,Agency,4,ERS,Bangalore,28,Joined,0
339,3470343,Yes,22,30,E1,-13.42,42.86,65,No,No,Male,Agency,3,INFRA,Chennai,27,Joined,0
340,3470957,Yes,14,0,E1,227.27,172.73,-16.67,No,No,Male,Employee Referral,1,ERS,Bangalore,24,Joined,0
341,3476331,Yes,37,30,E1,20,20,0,No,No,Male,Direct,4,ETS,Bangalore,28,Joined,0
342,3488358,Yes,4,0,E1,209.52,161.9,-15.38,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,Joined,0
343,3495740,Yes,20,0,E2,45.16,41.13,-2.78,Yes,No,Male,Employee Referral,9,EAS,Hyderabad,33,Joined,0
344,3507312,No,4,30,E3,44.44,253.82,144.95,No,No,Male,Direct,8,INFRA,Bangalore,28,Not Joined,1
345,3512053,Yes,23,30,E2,59.17,49.22,-6.25,Yes,No,Male,Employee Referral,6,ERS,Noida,31,Joined,0
346,3518153,Yes,12,60,E2,36.32,25.61,-7.86,No,No,Male,Direct,7,AXON,Bangalore,34,Joined,0
347,3538488,No,28,60,E3,-23.08,-23.08,0,No,No,Male,Employee Referral,10,ERS,Noida,32,Joined,0
348,3538610,Yes,11,60,E1,-17.24,10.34,33.33,Yes,Yes,Male,Direct,4,ERS,Chennai,29,Joined,0
349,3544532,No,6,0,E1,37.61,44.5,5,Yes,No,Male,Agency,3,ERS,Chennai,27,Not Joined,1
350,3587994,Yes,30,0,E1,212.5,134.38,-25,No,No,Male,Direct,1,ERS,Bangalore,23,Joined,0
351,3618730,No,4,0,E1,233.33,233.33,0,No,No,Male,Employee Referral,5,ERS,Bangalore,30,Joined,0
352,3618909,Yes,3,30,E1,233.33,233.33,0,No,No,Female,Direct,1,ERS,Chennai,25,Joined,0
353,3619135,Yes,0,60,E1,41.3,21.74,-13.85,No,No,Female,Direct,4,BFSI,Chennai,28,Joined,0
354,3631656,No,15,0,E1,145.9,63.93,-33.33,No,Yes,Female,Agency,3,ERS,Chennai,28,Joined,0
355,3632340,No,5,0,E1,-24.35,-16.79,10,No,No,Male,Agency,2,ERS,Noida,25,Joined,0
356,3644811,No,7,0,E2,-24.17,8.33,42.86,No,No,Male,Employee Referral,6,INFRA,Bangalore,32,Joined,0
357,3649761,Yes,0,0,E2,37.95,37.95,0,Yes,No,Male,Employee Referral,8,ETS,Noida,36,Joined,0
358,3664507,Yes,27,30,E1,300,275,-6.25,No,Yes,Male,Direct,12,AXON,Noida,34,Joined,0
359,3671120,Yes,3,30,E1,-10.71,-10.71,0,No,Yes,Male,Agency,2,ERS,Chennai,25,Joined,0
360,3685301,No,13,0,E1,-31.52,-2.17,42.86,No,No,Male,Agency,2,ERS,Bangalore,25,Joined,0
361,3685332,No,4,0,E1,-57.43,-39.19,42.86,No,No,Male,Agency,2,ERS,Bangalore,25,Not Joined,1
362,3685353,Yes,10,0,E1,100,87.5,-6.25,No,No,Male,Agency,1,ERS,Bangalore,24,Joined,0
363,3685392,No,7,30,E1,38.89,25,-10,No,Yes,Male,Agency,1,ERS,Bangalore,23,Joined,0
364,3685427,No,20,0,E1,-31.82,-31.82,0,No,No,Male,Agency,1,ERS,Bangalore,25,Joined,0
365,3687244,No,10,30,E1,160.42,217.71,22,No,Yes,Male,Direct,2,ERS,Chennai,25,Joined,0
366,3697401,Yes,3,0,E2,0,-18.75,-18.75,No,No,Female,Employee Referral,9,ERS,Bangalore,32,Joined,0
367,3699033,No,6,0,E2,25,12.5,-10,No,No,Female,Agency,5,ERS,Bangalore,27,Not Joined,1
368,3707268,Yes,2,30,E2,60,44,-10,No,No,Female,Employee Referral,9,ERS,Chennai,32,Joined,0
369,3709298,No,1,30,E2,-10.51,27.84,42.86,No,No,Male,Employee Referral,3,INFRA,Noida,30,Joined,0
370,3727916,Yes,4,0,E1,-22.22,-22.22,0,No,No,Female,Employee Referral,6,INFRA,Chennai,31,Joined,0
371,3758183,Yes,6,60,E2,33.74,18.31,-11.54,Yes,No,Male,Employee Referral,7,ERS,Noida,32,Joined,0
372,3815047,No,1,0,E1,-11.39,-11.39,0,No,No,Male,Employee Referral,2,INFRA,Noida,26,Joined,0
373,3828911,No,2,30,E3,-25,-25,0,Yes,Yes,Male,Direct,15,ERS,Chennai,37,Joined,0
374,2109586,Yes,79,90,E2,31.58,10.53,-16,Yes,No,Female,Direct,9,ERS,Chennai,31,Joined,0
375,2109941,Yes,67,60,E2,39.86,39.86,0,No,No,Male,Agency,5,BFSI,Bangalore,30,Joined,0
376,2110719,No,1,45,E2,52.62,43.9,-5.71,No,No,Male,Direct,6,BFSI,Bangalore,31,Not Joined,1
377,2111873,No,8,30,E1,41.67,50,5.88,No,No,Male,Agency,3,ERS,Chennai,28,Joined,0
378,2111978,Yes,108,60,E2,25,15.38,-7.69,No,No,Male,Agency,6,BFSI,Bangalore,33,Not Joined,1
379,2112613,No,5,0,E1,66.67,33.33,-20,No,No,Male,Employee Referral,3,INFRA,Noida,25,Joined,0
380,2112944,No,40,60,E3,27.27,27.27,0,No,No,Male,Direct,12,INFRA,Chennai,38,Joined,0
381,2113310,No,0,0,E2,30.83,30.83,0,No,Yes,Male,Direct,9,INFRA,Noida,31,Joined,0
382,2113315,No,0,0,E2,29.23,29.23,0,No,Yes,Male,Direct,11,INFRA,Noida,34,Joined,0
383,2113885,No,2,0,E2,40,50,7.14,No,Yes,Male,Direct,5,INFRA,Noida,32,Joined,0
384,2114740,No,6,0,E3,30,40.85,8.34,Yes,No,Male,Direct,10,INFRA,Chennai,32,Joined,0
385,2114758,Yes,37,90,E1,99,77.86,-10.63,No,No,Male,Direct,4,BFSI,Bangalore,28,Joined,0
386,2114973,No,3,60,E1,125,105,-8.89,No,No,Male,Employee Referral,2,CSMP,Noida,26,Joined,0
387,2115688,Yes,28,30,E1,70.27,70.27,0,No,No,Male,Employee Referral,3,ETS,Bangalore,26,Joined,0
388,2115820,No,1,30,E1,53.85,53.85,0,No,Yes,Female,Direct,2,INFRA,Noida,28,Joined,0
389,2115908,Yes,6,30,E2,20,20,0,No,No,Male,Direct,5,INFRA,Noida,26,Joined,0
390,2115986,No,6,45,E1,69.77,69.77,0,Yes,No,Male,Employee Referral,3,ETS,Bangalore,26,Not Joined,1
391,2116452,Yes,38,30,E1,12.07,12.07,0,No,No,Male,Direct,4,CSMP,Bangalore,32,Joined,0
392,2116640,No,1,60,E1,44.44,26.67,-12.31,No,No,Female,Employee Referral,4,CSMP,Noida,29,Joined,0
393,2116851,No,6,90,E3,27.66,27.66,0,No,No,Male,Direct,5,INFRA,Noida,37,Joined,0
394,2116859,Yes,70,60,E2,34.96,30.25,-3.49,No,No,Male,Direct,4,INFRA,Noida,29,Joined,0
395,2117309,Yes,13,30,E1,53.33,53.33,0,No,No,Male,Direct,1,INFRA,Mumbai,25,Joined,0
396,2117762,Yes,42,60,E2,24.63,23.01,-1.3,No,Yes,Male,Agency,3,INFRA,Noida,28,Joined,0
397,2117808,Yes,68,75,E2,20.05,22.45,2,No,No,Male,Employee Referral,7,INFRA,Noida,38,Joined,0
398,2117861,Yes,62,60,E2,40.85,40.85,0,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined,0
399,2117896,No,2,30,E1,140,140,0,No,No,Male,Employee Referral,2,INFRA,Chennai,26,Joined,0
400,2117921,Yes,82,90,E3,31.13,42.21,8.44,No,No,Male,Direct,8,INFRA,Noida,28,Joined,0
401,2117926,No,3,30,E1,30.68,30.68,0,No,No,Female,Direct,4,ERS,Noida,29,Joined,0
402,2118024,No,38,60,E1,33.33,24.44,-6.67,No,No,Male,Employee Referral,4,ERS,Noida,29,Joined,0
403,2118139,Yes,10,60,E1,14.04,14.04,0,No,No,Male,Direct,3,ETS,Noida,30,Joined,0
404,2118193,Yes,1,0,E2,30.52,30.52,0,No,No,Male,Employee Referral,3,INFRA,Noida,26,Not Joined,1
405,2118300,Yes,13,30,E1,23.08,23.08,0,No,No,Male,Direct,4,Healthcare,Noida,28,Joined,0
406,2118473,No,0,30,E2,37.5,66.67,21.21,No,Yes,Male,Employee Referral,2,INFRA,Noida,25,Joined,0
407,2118480,No,4,30,E1,89.66,48.28,-21.82,No,No,Male,Direct,3,CSMP,Noida,27,Joined,0
408,2118610,No,0,0,E2,16.72,31.31,12.5,No,No,Male,Direct,5,INFRA,Bangalore,38,Joined,0
409,2118630,No,0,30,E1,47.42,47.42,0,No,Yes,Male,Direct,2,INFRA,Noida,24,Joined,0
410,2118716,No,62,30,E1,44.44,40,-3.08,No,No,Male,Direct,4,CSMP,Noida,28,Joined,0
411,2118805,No,0,30,E1,9.76,9.76,0,No,No,Male,Direct,3,CSMP,Noida,26,Joined,0
412,2118878,Yes,1,60,E1,44.44,27.78,-11.54,No,No,Male,Direct,5,ERS,Noida,33,Joined,0
413,2119296,No,16,30,E2,33.33,33.33,0,No,No,Male,Employee Referral,3,INFRA,Hyderabad,29,Joined,0
414,2119360,No,1,90,E2,30.55,30.55,0,No,No,Male,Employee Referral,7,INFRA,Chennai,32,Joined,0
415,2119541,Yes,2,0,E2,56.86,37.25,-12.5,No,No,Female,Employee Referral,3,INFRA,Noida,27,Joined,0
416,2119655,No,1,90,E2,34.91,9.09,-19.14,No,No,Male,Direct,3,INFRA,Noida,27,Joined,0
417,2119874,No,2,0,E1,66.67,50,-10,No,No,Male,Employee Referral,4,BFSI,Bangalore,29,Joined,0
418,2120133,No,32,45,E3,32.12,32.12,0,No,No,Male,Direct,6,INFRA,Noida,27,Not Joined,1
419,2120232,No,1,30,E2,30.95,48.81,13.64,No,Yes,Male,Direct,4,INFRA,Noida,28,Joined,0
420,2120258,No,3,60,E2,31.94,41.67,7.37,No,No,Male,Direct,4,INFRA,Noida,32,Joined,0
421,2120572,No,11,30,E1,59.66,42.86,-10.53,No,No,Male,Direct,5,ETS,Noida,28,Joined,0
422,2120791,No,0,30,E3,0,-3.79,-3.79,No,No,Male,Direct,12,INFRA,Noida,36,Joined,0
423,2120897,Yes,62,75,E2,79.78,70.79,-5,No,Yes,Male,Employee Referral,7,CSMP,Noida,30,Joined,0
424,2120920,Yes,6,45,E2,26.76,26.76,0,No,No,Male,Direct,12,INFRA,Noida,30,Not Joined,1
425,2121031,Yes,6,30,E1,50,40,-6.67,No,No,Male,Direct,4,CSMP,Chennai,27,Joined,0
426,2121112,No,3,30,E3,0,-6.45,-6.45,No,No,Male,Direct,8,INFRA,Bangalore,42,Joined,0
427,2121207,No,1,30,E2,42.86,42.86,0,No,No,Male,Direct,4,INFRA,Noida,31,Joined,0
428,2121527,Yes,17,30,E1,83.33,26.67,-30.91,No,No,Female,Direct,2,CSMP,Noida,27,Joined,0
429,2122391,No,1,60,E2,38.46,38.46,0,No,No,Female,Employee Referral,6,Healthcare,Noida,35,Joined,0
430,2122623,No,1,0,E1,10.66,30.78,18.18,No,Yes,Male,Agency,3,ETS,Bangalore,26,Joined,0
431,2122706,No,0,90,E3,28.97,28.97,0,No,No,Male,Direct,7,INFRA,Chennai,34,Joined,0
432,2123227,No,210,30,E2,79.17,45.83,-18.6,No,No,Male,Direct,5,INFRA,Chennai,30,Not Joined,1
433,2123270,Yes,6,30,E2,34.15,34.15,0,No,No,Male,Direct,5,INFRA,Noida,27,Joined,0
434,2123719,Yes,27,30,E1,45.83,45.83,0,No,No,Male,Employee Referral,3,CSMP,Noida,30,Joined,0
435,2123913,No,0,0,E2,25,-12.5,-30,No,Yes,Male,Direct,6,INFRA,Noida,32,Joined,0
436,2124670,No,2,90,E1,42.86,42.86,0,No,No,Male,Direct,3,INFRA,Mumbai,26,Joined,0
437,2124683,No,29,90,E1,22.22,55.56,27.27,No,No,Male,Direct,5,ERS,Noida,31,Joined,0
438,2125000,No,1,0,E1,23.08,23.08,0,No,Yes,Male,Direct,2,INFRA,Noida,27,Joined,0
439,2125046,Yes,62,60,E1,66.67,50,-10,No,No,Female,Employee Referral,3,BFSI,Gurgaon,29,Joined,0
440,2125244,No,1,30,E1,66.67,83.33,10,No,No,Male,Agency,2,INFRA,Noida,26,Joined,0
441,2125838,Yes,80,90,E3,29.77,29.77,0,No,No,Male,Direct,10,ETS,Hyderabad,33,Joined,0
442,2126303,Yes,0,30,E1,24.61,24.61,0,No,No,Male,Direct,3,CSMP,Noida,26,Joined,0
443,2126389,Yes,17,60,E2,33.33,177.78,108.33,No,No,Male,Direct,6,ERS,Noida,30,Joined,0
444,2126878,Yes,78,30,E2,-4.26,2.13,6.67,No,No,Male,Direct,6,EAS,Hyderabad,29,Not Joined,1
445,2127041,No,2,0,E2,44.12,43.38,-0.51,No,No,Male,Direct,6,CSMP,Bangalore,34,Joined,0
446,2127782,No,17,30,E3,20,20,0,No,No,Male,Direct,10,ERS,Noida,36,Joined,0
447,2128251,No,58,30,E2,50.33,50.33,0,No,No,Male,Direct,7,INFRA,Chennai,28,Joined,0
448,2128352,No,0,0,E2,28.42,43.84,12,No,Yes,Male,Direct,7,INFRA,Noida,32,Joined,0
449,2128469,Yes,97,120,E1,1.67,1.67,0,No,No,Female,Direct,3,ERS,Pune,28,Joined,0
450,2128714,Yes,41,45,E1,20,4,-13.33,No,Yes,Male,Direct,5,AXON,Others,33,Joined,0
451,2129464,Yes,9,30,E1,46.51,46.51,0,No,No,Male,Direct,2,Healthcare,Chennai,30,Not Joined,1
452,2129601,Yes,1,30,E1,25,25,0,No,No,Male,Direct,4,ETS,Chennai,28,Joined,0
453,2130101,No,4,60,E1,66.67,70.51,2.31,Yes,No,Male,Direct,4,ETS,Bangalore,30,Joined,0
454,2130730,No,59,30,E1,85.71,71.43,-7.69,No,No,Male,Direct,4,BFSI,Bangalore,33,Not Joined,1
455,2130753,No,57,30,E1,77.78,94.44,9.38,No,No,Male,Employee Referral,4,BFSI,Chennai,30,Joined,0
456,2130839,No,1,30,E2,44.93,44.93,0,No,No,Male,Direct,6,INFRA,Noida,28,Not Joined,1
457,2130922,Yes,53,60,E1,50,50,0,No,No,Female,Direct,6,ETS,Chennai,26,Not Joined,1
458,2131204,No,1,30,E2,29.24,29.24,0,No,No,Male,Employee Referral,7,INFRA,Noida,32,Joined,0
459,2131246,No,1,0,E1,20,20,0,No,No,Male,Employee Referral,2,INFRA,Noida,25,Joined,0
460,2131535,No,1,45,E2,34.02,85.57,38.46,No,No,Male,Direct,0,INFRA,Noida,40,Not Joined,1
461,2131616,No,1,0,E2,54.76,54.76,0,No,Yes,Male,Employee Referral,6,INFRA,Noida,31,Joined,0
462,2131676,No,18,30,E1,30.53,30.53,0,No,No,Male,Direct,4,ERS,Chennai,26,Joined,0
463,2131733,Yes,6,60,E2,25,2.5,-18,No,No,Male,Employee Referral,7,EAS,Gurgaon,29,Joined,0
464,2131968,No,12,30,E1,32.65,32.65,0,No,No,Female,Employee Referral,4,ETS,Noida,27,Joined,0
